file,bank,addr,label,name,pic,textend,nowrap,zh,en,deepl,checked,notes
,5c,4953,,HELEN,HELEN_1,done,,"安東⋯放開我﹗

安東受了重傷﹐
我要去救他﹗",,0,0,
,5c,497e,,BLANK,20,done,,"安東那傢伙﹐一
定和妳串通好了

頂著偉大科學
家後代的名號﹐

卻做這種見不得
人的勾當﹗",,0,0,
,5c,49d1,,HELEN,HELEN_0,done,,"你胡說﹗
他沒有﹗

他不曉得這件事
放開我～
我要去救安東﹗",,0,0,
,5c,4a08,,BLANK,20,done,,"你們就一起到地
獄相見吧﹗",,0,0,
,5c,4a25,,HELEN,HELEN_0,done,,"不～不要﹗
放開我﹗",,0,0,
,5c,4a3a,,HELEN,HELEN_3,done,,"這是⋯⋯海青﹗
海青﹗
妳⋯⋯﹗",,0,0,
,5c,4a5a,,BLANK,1E,done,,"媽媽﹗
人家好怕啊﹗",,0,0,
,5c,4a70,,BLANK,15,done,,"瓜⋯瓜瓜﹗
我的瓜瓜﹗﹗﹗",,0,0,
,5c,4a89,,BLANK,1E,done,,"是人魚姐姐救了
我的⚬

我看見了哦﹗
有一隻好大～
好大的章魚～
殺了很多小朋友
哦﹗",,0,0,
,5c,4ad6,,BLANK,20,done,,這是怎麼回事⋯,,0,0,
,5c,4ae6,,,,done,,"終於～
知道了嗎﹖
那又如何⋯⋯

海青～原諒我的
自私好嗎﹖

安東～我⋯我⋯
原諒我⋯⋯",,0,0,
,5c,4b2d,,HELEN,HELEN_2,done,,"這就是安東的動
力晶片⚬

安東一直說著﹐
要和你們一起探
險～

眼神是多麼的興
奮啊⋯⋯
安東⋯⋯",,0,0,
,5c,4b87,,BALLOT,BALLOT_5,done,,得到了晶片４﹗,,0,0,
,5c,4b96,,HELEN,HELEN_0,done,,"巴洛特﹐我會堅
強的話下去的⚬

為了海青～
也為了安東⋯
讓我也加入你好
嗎﹖
安東不能做的﹐
就由我來完成吧
﹗",,0,0,
,5c,4bf7,,BALLOT,BALLOT_5,done,,"海藍＆水精靈加
入??⚬",,0,0,
,5c,4c0e,,SYSTEM,VAST_FAME,done,,"如將海藍置於排
頭﹐將可化為人

魚﹐通過大海或
湖泊⚬",,0,0,
script_east_fishmarket_shop,5c,4105,,19,22,done,,"需要什麼服務嗎
﹖",,0,0,
script_east_fishmarket_undersea_0d_1,55,64aa,,3A,63,done,,⋯⋯⋯,...,0,0,
,55,64b2,,3B,64,done,,⋯⋯⋯,...,0,0,
,55,64ba,,3B,63,done,,⋯⋯⋯,...,0,0,
,55,64c2,,3C,65,done,,⋯⋯⋯,...,0,0,
,55,64ca,,3B,64,done,,⋯⋯⋯,...,0,0,
,55,64d2,,3C,65,done,,⋯⋯⋯,...,0,0,
,55,64da,,3A,63,done,,⋯⋯,...,0,0,
script_east_fishmarket_undersea_0d_2,55,64f9,,3A,63,done,,"這裡是人魚之家
⚬",This is the mermaids' home.,0,0,
,55,650e,,3B,64,done,,"你們就是海青救
起的人類嗎﹖
海青真是個好人
魚⋯","Are you the humans Haiqing rescued?

She's truly such a kind mermaid...",0,0,
,55,653d,,3A,63,done,,"海青的姐姐～
海藍～
喜歡上了
一個人⚬

於是便用她的魚
之魂﹐向海巫師

換取三個月當人
的時間⚬

三個月後如果沒
有回來她就會化
為泡沫⋯
真是個傻人魚⋯","Haiqing's sister, Helen, fell in love with a human.

So she exchanged her fish soul for 3 months of human form with the Sea Witch.

If she doesn't come back in 3 months, she'll turn into foam...

What a foolish mermaid...",0,0,
,55,65c6,,3C,65,done,,"往那邊一直游﹐
就可是海巫師的
地方了⚬

那海巫師很可怕
⋯
只要近接那個地
方﹐嗚哦～
身體就不知不覺
的捲起來了⚬","Beyond here is the territory of the Sea Witch.

The Sea Witch is really scary...

The simple thought of going over there... Ooh!

My body just curls up by itself.",0,0,
,55,6630,,3B,64,done,,"上面的人類老是
說海青吃掉他們
的小孩﹗

才沒有這種事咧
﹗
海青常常救起溺
水的小孩呢﹗","The humans above keep saying that Haiqing eats their kids!

She does no such thing!

In fact, Haiqing often saves children from drowning!",0,0,
,55,6684,,3A,63,done,,"你是住在上面的
人類嗎﹖

想要回去上面﹖
很抱歉～
現在不行～

我正在思考著﹐
到底是先有烏龜

呢﹐還是先有蛋
﹗等我想出來後

﹐就載你回陸地
上⚬","Are you a human from above?

You want to go back there?

Sorry... Not right now. I'm wondering, which came first, the turtle or the egg?

I'll take you back on land once I figure that out.",0,0,
,55,6704,,3C,65,done,,"海青現在到陸地
上找海藍了﹗
現在不在﹗","Haiqing went looking for Helen on the land above!

She isn't here right now!",0,0,
,55,672a,,3C,65,done,,人類最討厭了﹗,I hate humans!,0,0,
script_east_fishmarket_undersea_0e,55,6b4c,,HAIQING,66,done,,"這是海巫師設的
屏障氣泡～

我們人魚身上的
黏液﹐可以消除
這道屏障⚬","This is a bubble barrier set up by the Sea Witch...

We mermaids can remove it.",0,0,
,55,6b89,,HAIQING,66,done,,"三個月的時間﹐
就要到了﹗
姐姐﹗","The 3 months are almost up!

Sister!",0,0,
,55,6ba9,,HAIQING,66,done,,"海巫師呢﹖
海巫大人﹖
到哪裡去了呢﹖","Where...?

Lady Sea Witch?

Where has she gone?",0,0,
,55,6bce,,HAIQING,66,done,,"這個海洞﹖
莫非⋯﹖
海巫大人﹗","This cave?

Could it be...?

Lady Sea Witch!",0,0,
,55,6bec,,HAIQING,66,done,,"海巫大人⋯
那名小孩⋯
你⋯⋯","Lady Sea Witch...

This child...

You...",0,0,
,55,6c08,,3E,67,done,,"既然被發現了﹗
就沒有什麼好隱
瞞的⚬

沒錯﹐為了我們
的計劃﹐我正在
抽取著這可愛小
孩的生命能量⚬

再沒多久﹐偉大
的神靈就要誕生
了﹗","Now that it has been discovered, there is nothing to hide.

Yes... for our plan, I am extracting the life energy of this lovely child.

It won't be long before a great god will be born!",0,0,
,55,6c84,,BALLOT,BALLOT_3,done,,"可惡﹗
放了那小孩﹗","NO!

Let the child go!",0,0,
,55,6c9b,,3E,67,done,,"不要輕舉妄動﹐
你們不要那條笨

人魚的魚之魂了
嗎﹖","Don't act rashly, don't you want the fish soul of that stupid mermaid?",0,0,
,55,6ccc,,HAIQING,66,done,,"姐⋯姐姐﹗
求求您﹐海巫大
人﹐把姐姐的魚
之魂還給我﹐好
嗎﹖","Sister... Sister! Please, Lady Sea Witch, give me back my sister's fish soul, will you? ",0,0,
,55,6d04,,3E,67,done,,"要怎麼做﹐相信
妳很清楚⚬

妳如果『那麼』
做的話﹐我甚至

還可以把這小孩
還給你們唷﹗","I'm sure you know exactly what to do, but if you do it, I'll even give you the child back.",0,0,
,55,6d54,,HAIQING,66,done,,"只要能救姐姐和
小孩的話﹐我無
所謂⚬

海巫大人﹐我答
應你﹗

但你要
遵守諾言⚬","I don't care, as long as I can save my sister and this child.

Sea Witch, I agree!

But you have to keep your promise.",0,0,
,55,6d9e,,3E,67,done,,一定﹗,But of course!,0,0,
,55,6da7,,3E,67,done,,"哦哦哦哦﹗
真是充沛的生命
魚之魂的生命力
﹐可扺得上一百
個小孩啊﹗

哈哈哈哈～
又是一條笨人魚

海藍的那個魚之
魂﹐早就被吸收
了﹗笨～蛋﹗","Ohohohoho!

Truly, the abundance of life energy from a fish soul is worth that of a hundred children!

Ha ha ha ha!

Anyway, the fish soul of that other stupid mermaid, Helen, has been absorbed long ago!

Idiot!",0,0,
,55,6e1f,,BALLOT,BALLOT_3,done,,可惡﹗,Darn it!,0,0,
,55,6e29,,3E,67,done,,"還有一個笨蛋嗎
⚬
也一起跳進生命
爐裡吧﹗","So it looks that there's more idiots here.

You'll go with her into the life furnace!",0,0,
,55,6e53,,BLANK,1E,done,,"嘔～呃⋯⋯
管子裡的水﹐味
道真噁心⋯⋯

大哥哥﹐謝謝你
﹗

我有看到哦﹗
很多小朋友﹐都
死在那個生命爐
裡呦﹗","Urk...

The water in the pipe is so gross...

Mister, thank you!

I've seen it!

Many children died in this life furnace!",0,0,
,55,6eb9,,BALLOT,BALLOT_2,done,,"海青⋯⋯
妳真是個大傻瓜
⋯⋯","Haiqing...

You really were a fool...",0,0,
,55,6ed6,,BALLOT,BALLOT_5,done,,"這⋯這就是海青
的魚之魂嗎﹖

海青⋯
我不會讓妳白白
犧牲的﹗","This... Is this Haiqing's fish soul?

Haiqing...

I won't let your sacrifice be in vain!",0,0,
,55,6f0b,,BALLOT,BALLOT_5,done,,得到魚之魂⚬,Got Fish Soul.,0,0,
,55,6f19,,3F,75,done,,⋯⋯⋯,...,0,0,
,55,6f21,,40,69,done,,"什⋯什麼﹗
海巫師失敗了﹖

生命能源停止發
送﹖","Wh... What?

The Sea Witch has been defeated?

The flow of life energy has stopped?",0,0,
,55,6f4e,,40,69,done,,"混帳東西﹗
快去給我查出﹐
到底是怎麼回事
﹗

為了歡迎偉大的
『牠』來臨﹐千
萬不可以出錯﹗","Darn it all!

Hey, you go see what is going on and report back to me!

To welcome ""its"" grand return, absolutely no mistake must be made!",0,0,
,55,6fa0,,STAR_BEAST,6A,done,,恰可﹗可﹗,Right! Squee!,0,0,
script_east_fishmarket_undersea_11,55,6894,,HAIQING,66,done,,"啊﹗你醒了﹖
很是抱歉～潮流

異常的大﹐我只
能夠救到你⋯⋯","Ah! You're awake?

I'm so sorry... The tide was exceptionally strong, so I could only save you...",0,0,
,55,68c8,,HAIQING,66,done,,啊﹖,Huh?,0,0,
,55,68d1,,BALLOT,BALLOT_5,done,,"那小孩的失蹤﹐
真的只是意外的
落水嗎﹖",Are the kid disappearances all just accidental drownings?,0,0,
,55,68f6,,HAIQING,66,done,,"我也不清楚⋯⋯
不過我看到了延
伸的章魚腳⋯⋯
可能是⋯⋯
海巫師⋯⋯","I don't know either...

But I saw an outstretched octopus tentacle...

So maybe...

The Sea Witch...",0,0,
,55,6931,,BALLOT,BALLOT_5,done,,海巫師﹖,The Sea Witch?,0,0,
,55,693d,,HAIQING,66,done,,"是的⋯⋯
姐姐也用了她的
魚之魂﹐向海巫
師換來三個月當
人類的時間⚬","Yes...

My sister also gave her fish soul to her to get a human form for 3 months.",0,0,
,55,697d,,HAIQING,66,done,,"你見過我的姐姐
～海藍嗎﹖","Have you seen my sister, Helen?",0,0,
,55,6997,,BALLOT,BALLOT_5,done,,嗯～見過⚬,"Yeah, we've seen her.",0,0,
,55,69a5,,HAIQING,66,done,,"那她有說要回來
嗎﹖三個月的時
間快到了﹐再不
回來的話～

姐姐就會變成泡
沫了﹗","Has she said anything about coming back?

It's been almost 3 months... If she doesn't come back, she'll turn into foam!",0,0,
,55,69eb,,BALLOT,BALLOT_5,done,,"怎麼會這樣子呢
﹖
有什麼解決的辦
法嗎﹖","How can this be?

Is there anything that can be done?",0,0,
,55,6a12,,HAIQING,66,done,,"只好向海巫師懇
求﹐請他還回姐
姐的魚之魂了⚬",I will go beg the Sea Witch to return my sister's fish soul to her.,0,0,
,55,6a3e,,BALLOT,BALLOT_5,done,,"我知道了⚬
真的非常感謝你
的救命之恩⋯

我就幫你取回魚
之魂好了⚬","Got it.

Thank you so much for saving us...

I'll help you get the fish soul back.",0,0,
,55,6a75,,HAIQING,66,done,,"謝謝您～好心的
人類⚬

但是今天就滿三
個月了⋯

但是姐姐卻說﹐
既使如此﹐也要
在安東的懷裡化
為泡沫⚬

我不能看著姐姐
變成泡沫﹗

姐姐要是沒有魚
之魂的話⋯⋯
實在很著急⋯

我還是跟你去好
了﹗

我們就在海巫之
殿會合吧⚬","Thank you, kind human.

Today is the final day of the 3 months...

But my sister said that even so, she'll turn into foam in Anton's arms.

I can't just watch her turn into foam!

If she doesn't have a fish soul...

I'm so worried...

I better go with you! Let's meet at the Sea Witch's palace.",0,0,
,55,6b37,,BALLOT,BALLOT_5,done,,"海巫之殿嗎﹖
好的⚬","The Sea Witch's palace?

Alright.",0,0,
script_east_fishmarket_undersea_12_1,55,64e1,,3C,65,done,,⋯⋯⋯,...,0,0,
script_east_fishmarket_undersea_12_2,55,673a,,3C,65,done,,"你知道嗎﹖人魚
有二條靈魂⚬

一個是人﹐一個
是魚⚬人魚如果

失去了魚之魂的
話﹐那剩下的人
之魂就會很快速
的消失⚬

最後變成泡沫喲
﹗真是可怕﹗","Did you know? A mermaid has two souls.

One is that of a human, the other is that of a fish.

If a mermaid loses her fish soul, the remaining human soul will quickly disappear too.

And she'll end up turning into foam! How scary!",0,0,
script_east_fishmarket_undersea_13_1,55,53c5,,3A,63,getchoice String_1cc5,,"這裡是星獸膠囊
存放銀行⚬

需要服務嗎﹖","This is the Star Beast Storage Bank.

Do you need something?",0,0,
script_east_fishmarket_undersea_13_2,55,64e9,,3B,64,done,,⋯⋯⋯,...,0,0,
,55,64f1,,3C,65,done,,⋯⋯⋯,...,0,0,
script_east_fishmarket_undersea_13_3,55,67b7,,3B,64,getchoice String_1cc5,,"我是全比底斯海
醫術最高明的螃
蟹⚬
受傷了嗎﹖

雖然我沒有醫過
人類﹐但螃蟹是

最有靈性的動物
⚬把這個應用到

人類身上﹐應該
還是行得通吧﹗","I am the best crab doctor of Deepa Sea.

Are you hurt?

Although I have never healed humans before, crabs are smart animals. By doing this, this should work on humans as well!",0,0,
,55,683c,,3C,65,done,,"哎呀﹗真是有緣
啊～今兒個巡迴

來到比底斯海域
﹐來到貴寶地～

就做大優惠吧～
東西便宜賣喲﹗","Whoa! It had to be fate... I went 'round the Deepa Sea today, and came across treasure!

Time to discount everything! Everything's cheap!",0,0,
script_ending_epilogue,6e,4401,,53,60,done,,"嗚哇～
不～～﹗
不可能﹗﹗﹗",,0,0,
,6e,441b,,SAYA,11,done,,"不行﹗
弗烈茲星系就快
要爆炸了﹗
啟動空間跳躍系
統﹗",,0,0,
,6e,4451,,20,30,done,,"時空跳躍系統⋯
準備完成⚬

目標地⋯地球⋯
距離⋯
１９３２光年
跳躍⋯
啟動﹗﹗",,0,0,
,6e,449a,,4F,73,done,,"逃不了爆炸震波
的範圍嗎﹖",,0,0,
,6e,44b3,,4F,73,done,,"全速跳脫
震爆波﹗",,0,0,
,6e,44c5,,20,30,done,,"警告～警告～
核子動力一爐
過載﹗
過載警告﹗",,0,0,
,6e,44f1,,SAYA,11,done,,"所有引擎動力全
開﹗
全速脫離﹗",,0,0,
,6e,4510,,4F,73,done,,啊啊啊啊﹗﹗﹗,,0,0,
,6e,451d,,HAYATO,HAYATO,done,,"ＯＨ～
ＢＡＢＹ～


你們看﹐天空的
裂縫不見了﹗",,0,0,
,6e,454b,,FANGFANG,1A,done,,"真的耶﹗
要是巴洛特在就
好了⋯",,0,0,
,6e,456b,,HAYATO,HAYATO,done,,"ＯＨ～
ＢＡＢＹ～


巴洛特一定活著
的⚬",,0,0,
,6e,4591,,FANGFANG,1A,done,,"巴洛特一定會回
來的⋯⋯
一定的⋯⋯⋯",,0,0,
,6e,45b5,,HELEN,HELEN_0,done,,"安東～
你還在我的身邊
嗎﹖

我知道﹐你一直
都在～",,0,0,
,6e,45e4,,BLANK,14,done,,"啊啊﹗海藍～
妳在這裡啊﹗

和我們一起過生
活吧⚬

村子為了妳﹐舉
辦了一場慶祝會
呢⚬",,0,0,
,6e,4635,,HELEN,HELEN_0,done,,"不必了⋯⋯
先謝謝你們的好
意⚬

我不討厭你們﹐
但也不喜歡你們

回到海底﹐一直
是我妹妹的期望
我們不會再見面
了⚬
保重吧⚬",,0,0,
,6e,46a6,,BLANK,14,done,,"海藍﹗
糟了～

這下子要怎麼跟
大家交待⋯⋯

海藍﹐你還是為
了那件事生氣嗎
海藍⋯⋯",,0,0,
,6e,46f5,,43,50,done,,"啊啊啊啊﹗﹗
老⋯老鼠﹗﹗﹗",,0,0,
,6e,470c,,44,4D,done,,吱吱吱吱～﹗,,0,0,
,6e,4719,,43,50,done,,"啊啊啊啊啊﹗﹗
救命啊﹗",,0,0,
,6e,472f,,LANTE,LANTE_1,done,,"怎麼了﹖啊﹗
好可愛的老鼠﹗",,0,0,
,6e,474c,,44,4D,done,,吱吱﹗,,0,0,
,6e,4755,,43,50,done,,"可愛﹗
真不敢相信﹐你
會說出『可愛』
這種形容詞﹗",,0,0,
,6e,4788,,46,6E,done,,"只是隻老鼠嘛～
大驚小怪的⋯",,0,0,
,6e,47a5,,43,50,done,,"只是隻老鼠﹖
真不敢相信你會

說出這種話﹗
你知道一隻老鼠

身上有幾億隻細
菌嗎﹖",,0,0,
,6e,47f0,,43,50,done,,"都是你﹗
買了這一艘老鼠
船﹗

全世界的老鼠都
在這裡了啦﹗",,0,0,
,6e,482a,,LANTE,41,done,,老媽⋯⋯⋯,,0,0,
,6e,4836,,BLANK,1E,done,,"後來呢﹖
後來呢﹖",,0,0,
,6e,4847,,RANDT,06,done,,"後來啊～
那個懲罰者雙手
高舉﹐在頭上形
成了一個很大的
火球⚬

就這樣咻～
的一下﹐往我丟
來﹗",,0,0,
,6e,48a0,,BLANK,1A,done,,"有多大﹖
有多大﹖",,0,0,
,6e,48b5,,RANDT,46,done,,"嗯～大概有我們
村子的三倍⋯
不﹐五倍大﹗",,0,0,
,6e,48e0,,BLANK,1A,done,,哇哇哇﹗,,0,0,
,6e,48ea,,RANDT,06,done,,"不過並沒有嚇到
我⚬

只見我雙手一擋
將火球硬生生的
彈了回去﹗
那懲罰者就
『轟』的一聲﹐
被自己的火球
燒死了～",,0,0,
,6e,494e,,BLANK,1E,done,,"哇哇哇哇﹗
好厲害﹗",,0,0,
,6e,4960,,RANDT,06,done,,"呵呵呵～
不要露出這麼驚
訝的表情喲～

這種小事﹐對我
的能力而言﹐一
點都不困難喲⚬",,0,0,
,6e,49ad,,BLANK,1A,done,,"雷德好棒喲﹗﹗

我長大也要跟雷
德一樣﹗",,0,0,
,6e,49d6,,RANDT,06,done,,哈哈哈哈哈～～,,0,0,
,6e,49e3,,4F,73,done,,"真是麻煩⋯
這樣⋯那樣⋯",,0,0,
,6e,49fc,,4F,73,done,,"哦﹗﹗好痛﹗
巴克﹐不要怕～
我會修好她的⚬",,0,0,
,6e,4a27,,BUCK,BUCK,done,,"貝爾．醒．
過來了﹖",,0,0,
,6e,4a3c,,4D,6C,done,,"啊﹗﹖
是主人救了我嗎

對於主人的命令
貝爾違背了⋯⋯",,0,0,
,6e,4a6e,,4F,73,done,,"算了﹐又不全是
你的錯⚬

還是想要變成人
嗎﹖",,0,0,
,6e,4a98,,BUCK,BUCK,done,,貝爾⋯變成人﹖,,0,0,
,6e,4aa9,,4D,6C,done,,"不要了⋯⋯
巴克說過﹐當我
們會生氣﹐會感
傷﹐就已經有了
人類的心⚬

變不變成人﹐已
經不重要了⚬",,0,0,
,6e,4afe,,BUCK,BUCK,done,,貝爾小姐⋯⋯,,0,0,
,6e,4b0d,,4D,6C,done,,巴克﹐謝謝你⋯,,0,0,
,6e,4b1d,,4F,73,done,,"哈哈哈哈～
頭一次看見會談
戀愛的機器人﹗
真是好笑～
不過真叫人嫉妒",,0,0,
,6e,4b59,,38,61,done,,"喂～喂～
兒子呀～

你這些日子來都
在做什麼﹖

有沒有什麼進展
啊﹖",,0,0,
,6e,4b9b,,CLAUDE,CLAUDE_0,done,,"進展﹖
你是指懲罰者的
事﹖",,0,0,
,6e,4bb8,,38,61,done,,"如果只是這種無
聊的事的話﹐那

我就不會讓你出
去了⚬

我指的事﹐當然
是⋯⋯
呵呵～",,0,0,
,6e,4c06,,NINA,02,done,,"伯父為什麼一直
看著我﹖",,0,0,
,6e,4c1e,,CLAUDE,CLAUDE_3,done,,"做什麼﹗
老色鬼﹐

不看看自己多大
的年紀了﹗",,0,0,
,6e,4c49,,38,61,done,,"克勞德﹐你還不
明瞭爸爸的用心
嗎﹖",,0,0,
,6e,4c6a,,NINA,02,done,,⋯⋯⋯,,0,0,
,6e,4c72,,CLAUDE,CLAUDE_2,done,,"這．還．用．你
．說﹗

偷偷跟你說﹐妮
娜已經要跟我
『那個』了﹗",,0,0,
,6e,4cad,,38,61,done,,"哦哦﹗﹗
『那個』﹗﹗",,0,0,
,6e,4cc2,,NINA,NINA_3,done,,"亂說⋯⋯
妮娜只是⋯⋯

只是說⋯
可以做個好朋友",,0,0,
,6e,4cec,,CLAUDE,CLAUDE_2,done,,"聽到了吧～
妮娜說要～

做我的
女．朋．友﹗",,0,0,
,6e,4d15,,38,61,done,,哈哈哈哈哈～,,0,0,
,6e,4d21,,5A,18,done,,"少爺～
你回來了﹗

嗚嗚嗚嗚～嗚～
先生跟夫人要是
知道的話﹐一定
會很高與的⚬",,0,0,
,6e,4d68,,MITT,48,done,,"對不起﹐讓你擔
心了⋯⋯
我一定會努力的",,0,0,
,6e,4d90,,5A,18,done,,"嗚嗚～少爺～

我⋯我⋯
太感動了⋯⋯",,0,0,
,6e,4db0,,MITT,47,done,,"嘻嘻嘻～
剛回來就有好多
事要忙﹗

先別急著感動唷
星夢城的月亮軌
跡要重繪了⚬

我一定要成為﹐
比爸爸還傑出的
星空彩繪家﹗",,0,0,
,6e,4e1d,,5A,18,done,,"嗚～嗚～嗚～
少爺⋯⋯⋯",,0,0,
,6e,4e36,,MITT,07,done,,對不起⋯⋯⋯,,0,0,
script_ending_finale,6e,4e43,,BALLOT,BALLOT_5,done,,"終於⋯
落幕了嗎﹖",,0,0,
,6e,4e55,,SAYA,11,done,,"巴洛特⋯
對不起⋯",,0,0,
,6e,4e69,,BALLOT,BALLOT_5,done,,"爸⋯為什麼不說
什麼就離開了﹖",,0,0,
,6e,4e86,,SAYA,11,done,,"這是個危險的任
務﹐爸爸本來就
沒有抱著活下去
的把握⋯⋯

爸爸一直認為﹐
不要再給不快樂

的巴洛特﹐多餘
的牽掛⋯⋯",,0,0,
,6e,4eec,,BALLOT,BALLOT_3,done,,"哼﹗
爸爸大笨蛋﹗",,0,0,
,6e,4eff,,SAYA,11,done,,"哈哈哈～
記得很久前﹐巴
洛特也這麼罵過
我⚬",,0,0,
,6e,4f2a,,BALLOT,BALLOT_1,done,,"爸⋯⋯⋯
你看～
黃澄澄的月亮﹐
看起來多麼無瑕",,0,0,
,6e,4f52,,SAYA,11,done,,嗯⋯⋯⋯,,0,0,
,6e,4f5c,,LAKI,LAKI,done,,哦～呵呵呵呵～,,0,0,
,6e,4f6b,,KULU,KULU,done,,我們在哪裡﹖,,0,0,
,6e,4f7a,,LAKI,LAKI,done,,"你是指我們是誰
嗎﹖

既然你們問起了
那我就仁慈的
告訴你們吧﹗",,0,0,
,6e,4fb5,,KULU,KULU,done,,"來自銀河系裡的
正義使者﹗",,0,0,
,6e,4fd1,,LAKI,LAKI,done,,"穿梭於黑夜的浪
漫勇士﹗",,0,0,
,6e,4fe9,,KULU,KULU,done,,"貫徹愛．正義．
勇氣的真理﹗",,0,0,
,6e,5004,,LAKI,LAKI,done,,拉琪﹗,,0,0,
,6e,500d,,KULU,KULU,done,,庫魯﹗,,0,0,
,6e,5016,,LAKI,LAKI,done,,"閃．電．隊～～
誕生﹗﹗",,0,0,
,6e,502a,,LAKI,LAKI,done,,好冷⋯⋯,,0,0,
,6e,5033,,KULU,KULU,done,,"在下覺得我們好
像被遺忘了⋯",,0,0,
,6e,5050,,LAKI,LAKI,done,,"哇哇哇哇﹗
誰來救救我呀﹗",,0,0,
script_equipment_descriptions,1e,6197,,,,"line """"",,裝備後﹐即使死亡﹐也能奇蹟似的復活⚬,,0,0,
,1e,61b7,,,,"line """"",,所蘊藏的藥水﹐能使體力逐漸回復⚬,,0,0,
,1e,61d1,,,,"line """"",,可增加火屬性攻擊威力２５％⚬,,0,0,
,1e,61e8,,,,"line """"",,可增加水屬性攻擊威力２５％⚬,,0,0,
,1e,61ff,,,,"line """"",,可增加雷屬性攻擊威力２５％⚬,,0,0,
,1e,6216,,,,"line """"",,可增加土屬性攻擊威力２５％⚬,,0,0,
,1e,622d,,,,"line """"",,可增加風屬性攻擊威力２５％⚬,,0,0,
,1e,6244,,,,"line """"",,可增加木屬性攻擊威力２５％⚬,,0,0,
,1e,625b,,,,"line """"",,可增加一般攻擊威力２５％⚬,,0,0,
,1e,6271,,,,"line """"",,火龍加護﹐降低火屬性攻擊威力５０％⚬,,0,0,
,1e,6291,,,,"line """"",,人魚加護﹐降低水屬性攻擊威力５０％⚬,,0,0,
,1e,62b1,,,,"line """"",,雷淚加護﹐降低雷屬性攻擊威力５０％⚬,,0,0,
,1e,62d1,,,,"line """"",,石螯加護﹐降低土屬性攻擊威力５０％⚬,,0,0,
,1e,62f1,,,,"line """"",,風娘加護﹐降低風屬性攻擊威力５０％⚬,,0,0,
,1e,6311,,,,"line """"",,木靈加護﹐降低木屬性攻擊威力５０％⚬,,0,0,
,1e,6331,,,,"line """"",,陷入深眠時﹐會發出噪音吵醒擁有者⚬,,0,0,
,1e,6350,,,,"line """"",,帶著諸神守護的護符﹐可防止任何異常⚬,,0,0,
,1e,636e,,,,"line """"",,體力低落時便會破裂而回復２０點的體力,,0,0,
,1e,638b,,,,"line """"",,體力低落時便會破裂而回復６０點的體力,,0,0,
,1e,63a8,,,,"line """"",,體力低落時便會破裂而回復５０％的體力,,0,0,
,1e,63c5,,,,"line """"",,夢幻般的水晶﹐聖潔的力量可防止中毒⚬,,0,0,
script_fangfangs_house1_1,08,49db,,BLANK,15,done,,"你是來找芳芳的
嗎﹖

芳～芳～﹗

妳的朋友來找你
唷～

都這麼晚了﹐
留下來一起吃晚
餐好嗎﹖","Did you come to find Fangfang?

Oh, Fangfang!

Your friend came to visit~

Since it's so late, why not stay for dinner?",0,0,
,08,4a2e,,BLANK,18,done,,"賽亞是一個很棒
的天文科學家⚬

在我們天文科學
界﹐
他算是個天才吧
﹗

只是脾氣古怪了
一點⋯⋯","Saya is a great astronomer.

He's known as a prodigy in our little community! He's just a bit eccentric...

",0,0,
,08,4a87,,FANGFANG,1A,done,,"你是來找我一起
玩的嗎﹖

好～高～興～","Are you here to play with me? I'm so glad!

",0,0,
script_fangfangs_house1_2,08,4ef4,,BLANK,15,done,,"你是來找芳芳的
嗎﹖
芳芳上學去了唷
～",Are you here to see Fangfang? She went to school~,0,0,
script_fangfangs_house2,0e,51dd,,BLANK,15,done,,"你是來找芳芳的
嗎﹖

芳～芳～﹗
妳朋友來找你唷
～","Did you come to find Fangfang?

Oh, Fangfang!

Your friend came to visit~",0,0,
,0e,520e,,BLANK,18,done,,"賽亞是一個很棒
的天文科學家⚬

在我們天文科學
界﹐
他算是個天才吧
﹗

只是脾氣古怪了
一點⋯⋯","Saya is a great astronomer.

He's known as a prodigy in our little community! He's just a bit eccentric...

",0,0,
,0e,5267,,FANGFANG,1A,done,,"你是來找我一起
玩的嗎﹖

好～高～興～","Are you here to play with me? I'm so glad!

",0,0,
script_fashion_store,4f,5be3,,BLANK,25,done,,"抱歉～
本店的服飾全被
麗子給買下來了
真是抱歉⋯‥","I'm sorry...

The clothes in our shop were all bought by Lizzy, I'm truly sorry...

",0,0,
,4f,5c0f,,LAKI,LAKI,done,,"你這個可惡的女
人﹗

竟然搞這種可惡
的勾當﹗

把所有的衣服全
收購一空﹐真是
卑鄙﹗

你這種女人﹐一
．點．都．不．
可．愛﹗","You nasty woman!

To do something so evil!

To buy every single dress is truly despicable!

A woman like you... Isn't cute at all!",0,0,
,4f,5c7d,,KULU,KULU,done,,"和在下想的﹐一
點都沒有錯⚬

在下認為﹐你真
是個醜八怪﹗","And it looks like I wasn't mistaken.

In my humble opinion, you're really ugly!

",0,0,
,4f,5cb4,,35,5E,done,,"什麼﹗﹗
竟敢說我不可愛
你們又是誰啊﹖","What?!

How dare you say that I'm not cute! 

Who are you?",0,0,
,4f,5cdc,,LAKI,LAKI,done,,"你在問我們是誰
嗎﹖",You're asking who we are?,0,0,
,4f,5cf2,,LAKI,LAKI,done,,"既然你們問起了
﹐那我就仁慈的
告訴你們吧﹗","Since you've asked so nicely, we'll tell you, out of the kindness of our hearts!",0,0,
